strain name,CP,RFP,5.FU,H2O2,CMZ,LVAL,B.Cl.Ala,AZT,KM,6.MP,AF,NiCl,CBPC,NFLX,SDC,SXZ,FOS,KTe,PS,BZ,DCS,MMC,VCM,ATP,PLM,PHEN,3.AT,NVA,MEC,TET,M9,NQO,EDTA,SHX,PMZ,NIT,SS,BSD,GAH,FTD,EM,HSE,CCCP,ABU,PUR,DVAL,5.FOA,NMNO
CPE6,11.750329,5.652968,-0.269637,-0.338064,11.876628,-2.130613,-1.062782,10.142813,-1.987324,-1.812925,11.885183,1.153699,10.501396,4.558774,-0.501529,0.581615,1.467838,6.316062,-1.952624,0.685374,-2.849604,3.53337,0.524126,6.485379,0.75969,4.264609,-1.951065,3.814058,-5.067083,9.558474,0.102666,-0.176757,3.502241,-0.545625,6.483382,1.263799,1.589417,2.075723,-2.003653,4.778912,11.741038,-0.815676,0.38234,1.858015,8.716785,0.06457,4.515711,3.185117
CPE2,5.915737,3.261119,-0.325649,-0.52442,3.42598,-1.12758,-0.961567,4.111918,0.806357,-1.994787,10.620009,1.589579,4.92074,1.750731,-1.258399,-1.182855,1.233814,3.934454,-1.882711,0.982075,-0.960869,2.66004,0.652945,2.665259,2.107345,1.670125,-2.253662,2.083454,-1.104804,4.897487,-0.002549,-1.660047,-0.228833,-0.469441,2.39067,-1.529277,1.234096,1.436658,-2.700761,2.465565,7.074913,-0.931734,-0.144089,1.107009,4.770049,0.001651,2.363573,3.04242
CPE5,2.853705,-1.230964,-1.007271,-2.733601,4.08274,-1.543197,-1.033759,1.283978,0.900838,-3.351816,3.360989,-1.504379,4.718507,2.466644,0.065712,-0.10569,0.914158,-1.149699,-2.889222,-0.41965,-1.22572,0.068883,0.88949,1.880628,2.730804,0.801009,-3.537156,0.258222,-0.904431,3.047989,0.068698,-3.005404,-1.308542,-2.303483,1.105156,-4.029208,0.344988,1.608995,-3.875355,1.103266,2.260474,-0.47901,0.169674,-2.054632,1.920431,2.399681,1.706994,1.347383
CPE3,2.349454,2.169958,0.080141,-1.010848,2.910945,-0.684529,-1.726815,3.088563,-2.551903,-3.829528,5.649902,1.306974,4.196736,1.517607,0.008663,1.36272,1.46651,2.500162,-0.111333,0.09827,-1.05235,1.430954,0.593411,4.255253,-0.725867,2.771905,-1.072094,-0.293865,1.40947,2.86236,-1.41156,1.951314,-0.137156,-1.575789,3.791825,0.050336,2.239665,-2.387748,1.713916,2.225319,5.774908,-0.804559,1.353279,0.761904,5.029835,-1.847003,1.649875,2.065004
RFPE4,-0.16606,7.931262,-0.356898,-0.32432,-0.195786,-0.123207,-0.482834,1.167209,-0.711275,0.832265,-2.230299,1.319318,-0.010212,-0.318818,-0.719937,0.669897,0.296749,3.461355,-0.99184,2.250093,-0.968191,-2.895537,2.050293,0.303535,-0.003171,-1.112633,-0.235148,0.778112,-0.734886,-0.910512,0.071828,-0.617878,5.010429,0.605934,-0.495987,-0.642176,0.413956,1.426506,1.816227,-0.66883,2.913449,-0.04149,-2.262019,0.999075,-2.252747,-1.121652,-0.95576,0.918485
RFPE1,2.87586,3.086325,0.014613,-0.220885,0.644893,0.634712,-0.106322,0.41237,-0.562682,-3.292055,2.675049,0.946422,0.886441,0.453594,-0.756969,1.159094,0.653222,2.995099,-2.755323,1.12131,-0.938887,-0.414855,0.729698,1.253402,-0.70057,0.197418,0.20207,-2.35383,-14.871938,0.076094,0.102666,2.616691,-0.430525,1.504658,1.479343,0.335327,2.235328,3.109635,1.872391,0.547099,1.076202,-2.317509,1.061591,-4.510992,0.925742,-2.07688,1.419385,3.579756
RFPE3,3.043654,2.560457,-1.849835,1.761065,0.504624,-0.200068,-0.762092,1.076693,-1.539593,-0.959679,1.217768,2.31432,1.341455,0.126743,-0.907058,1.447739,1.419281,-12.299172,-0.941105,0.990736,-0.957125,-0.475632,0.880302,2.111477,-1.835648,0.646045,0.689722,-0.934608,-7.607085,0.713818,0.102666,-0.156689,-0.39778,0.982305,1.691238,0.247506,2.030022,4.961295,1.519835,0.557673,1.599519,-2.031882,0.474383,-0.0426,0.570895,-0.696199,-1.064663,2.990669
RFPE2,2.594895,0.728699,-0.751803,-1.176265,2.056129,-0.809862,-0.617875,3.058122,1.002921,-1.710265,2.109997,-0.573228,3.124784,0.578369,-1.01586,-1.032684,1.106073,2.563114,-1.156204,0.387221,-1.091431,-0.241658,0.472877,1.510865,2.003048,0.557341,-1.880369,0.470835,-0.14709,2.989332,0.102666,-1.721631,1.618415,-1.869034,0.959688,-2.351445,1.003825,2.430495,-3.510775,0.77575,2.913344,-0.937142,1.441614,1.011038,2.113164,0.306537,1.75437,1.880662
5.FUE4,0.344912,0.393891,15.244805,-0.648431,-0.152285,-0.383751,-1.294297,0.196926,-0.602257,-0.063513,0.414327,-0.129463,-0.019754,-0.078916,-1.693352,-0.449741,-0.276532,2.256604,-0.059745,0.806132,-1.170868,-0.385589,0.660548,0.051741,3.791779,0.114339,0.381755,0.010463,0.537452,-0.595598,0.102666,0.177177,-1.246787,-2.260456,-0.120242,-1.44535,0.048717,2.85095,-2.298805,0.019533,0.22326,0.478755,-0.737405,0.27289,-0.116663,0.917162,3.174067,-0.046577
5.FUE3,1.538079,1.850049,7.085382,-0.466281,-0.266394,-0.010448,-0.666728,0.794759,-0.0754,-0.608583,1.658698,1.018178,0.134919,-0.008552,-1.185779,0.78395,-0.257854,1.038492,-0.107615,1.019111,-1.105699,-0.429023,0.371288,0.192784,-0.034407,-0.014628,0.187948,-0.746945,-0.878643,-0.280499,0.102666,0.147821,-0.933157,-0.246674,2.317707,-0.17191,0.771367,3.371015,1.108799,0.055489,2.293192,0.376401,-0.002692,0.153959,0.856316,0.39143,1.36075,-0.2322
5.FUE1,-0.287744,0.038221,5.846214,-1.049062,-0.441956,-0.417741,-1.28728,0.638349,-0.774272,-0.625929,0.392698,-0.002481,-0.169191,-0.08636,-2.347278,-0.8269,-0.291939,1.496642,-0.119357,0.840651,-1.099853,-0.463728,-0.390346,0.367233,0.500374,-0.084119,-0.12937,-0.245344,-1.307933,-0.21456,0.102666,0.194112,-0.987548,-2.89713,-0.307382,-1.628015,-0.087661,1.863922,-2.907789,0.42087,0.326532,0.207148,-0.762416,0.061843,-0.316948,0.762926,0.34965,0.594659
5.FUE2,0.372322,0.284436,-0.022271,-1.166872,-0.234062,-0.533335,-1.065948,1.091401,-1.491116,-0.694506,-0.166457,-0.66591,1.235632,0.761333,-2.213437,-0.0712,0.795551,0.923955,-0.125238,-0.098487,-1.314502,0.447821,0.691058,0.737151,-0.337005,-0.116697,0.255249,-0.619295,1.320768,0.123136,-0.724587,0.484049,-1.041871,-2.080026,-0.038669,-0.361627,0.784144,1.733298,0.574591,0.361883,0.739958,0.143507,-1.866374,0.637499,1.128724,1.351086,1.769191,-0.164387
H2O2E3,2.17082,0.131749,0.099815,7.053701,-1.242074,-0.056668,0.446306,-0.162899,-0.561354,0.608117,-0.485694,-2.059972,-0.391808,-0.201202,0.423882,2.104541,-0.094207,-7.923165,-1.073187,8.198965,-0.263818,0.077812,0.470749,-0.470474,-0.600316,-0.15301,-0.566429,0.181635,0.928531,-1.649803,0.087577,0.133128,0.072434,-0.710818,-0.140539,-0.343604,0.176579,3.348933,2.369472,-0.224755,-0.15556,0.986387,-2.327105,0.09845,-2.6,-1.002981,1.700246,0.3577
H2O2E2,1.585623,0.442703,1.001615,3.434542,-0.747367,0.168737,0.857299,-0.22353,0.11728,-1.385102,-0.127227,-2.256525,0.108418,-0.01081,-0.635961,1.188663,-0.186148,-0.349782,-2.085065,3.160312,-0.032659,-0.346743,-0.518795,-0.769092,-0.786688,-0.415102,-1.520078,-1.10968,-11.083255,-1.979624,0.101639,-2.775193,-0.663163,1.271941,0.088979,0.916591,3.06588,1.033903,1.478118,-1.207985,-0.360886,-2.004822,1.026257,-5.873128,-0.055612,-5.494988,2.084085,-1.30859
H2O2E5,1.458758,1.817409,1.569124,-0.763565,1.351692,0.207363,0.384746,1.138007,0.040204,0.066696,0.28021,1.727875,1.356021,-0.339001,-0.635032,0.181304,0.494482,3.264693,0.227245,1.852369,-1.805831,-0.428001,-0.669746,1.332579,-0.469216,0.240517,0.075806,2.673446,-1.714123,1.034802,0.058424,0.172947,0.20964,0.796781,1.442859,0.98,3.069873,1.196483,0.987196,0.501269,2.551896,0.724522,2.859687,0.587622,1.034993,1.718301,2.000887,2.143039
H2O2E6,0.990029,1.332547,0.799284,-0.199869,0.348558,-0.371319,-0.217761,-0.152562,-1.125773,0.067407,-0.136888,1.005742,0.266352,-0.724258,-1.938345,-1.09284,-0.149501,0.272358,-0.159153,0.893288,-0.455764,-1.302742,-2.284421,0.070149,-0.966798,0.219283,0.010775,-0.361579,-0.353758,-0.692373,0.102666,0.051902,-0.606241,0.73741,0.738593,0.968726,3.120316,1.01928,-0.399357,0.376158,0.017539,0.058992,2.32357,0.246409,0.312498,-0.450825,1.260419,0.897718
CMZE4,2.94428,-0.766935,0.206277,-1.140892,4.776726,0.180472,0.5117,7.053325,-1.912923,-1.711307,1.804673,1.851825,8.237976,1.577641,-1.846243,1.918297,3.35466,-2.921859,1.01832,-0.635317,-1.778091,0.613167,0.536421,-0.714095,1.113041,0.788308,1.211646,2.146743,-3.183257,1.724204,-0.095337,0.089993,0.0647,-1.366348,-0.763268,1.050324,2.307849,1.070823,0.087607,1.857203,0.753978,-0.027991,-2.209092,2.024629,1.98316,3.252411,-0.782877,1.178874
CMZE1,2.391438,-3.958601,-0.095968,-1.634999,2.665728,-0.074163,-0.30633,0.99643,-9.291997,-2.227934,-2.999423,-2.574558,2.28941,0.575871,-1.699055,-1.599708,1.146457,1.863234,-1.101034,-2.196683,-0.31198,-0.54243,0.575212,0.221175,-3.430584,-0.732229,-0.815254,-5.597661,-12.653729,-0.34127,0.067667,-0.097024,0.026874,-4.938945,0.230551,-0.33303,4.260936,-0.660151,1.614924,-0.597761,-2.194667,-1.250686,-2.404901,-9.711505,0.058696,-0.833415,-2.043995,-1.222187
CMZE3,0.527888,-0.375535,2.079858,0.398884,3.150087,0.0461,-0.120474,2.359153,-0.565163,0.415436,-0.853174,0.175152,1.785167,0.229691,-0.544123,1.531295,0.369752,2.820531,0.042059,0.852519,0.113023,-0.666263,-0.521303,-0.245754,0.169006,0.249,0.289687,-0.238684,-10.521466,-0.455505,0.102666,0.456934,-0.193623,0.812832,-0.296765,1.0233,2.674793,1.106389,-0.954848,0.285371,0.669741,0.131467,-3.28226,0.153936,-0.190108,0.301683,1.899578,1.287089
CMZE6,0.055834,-1.057756,0.331931,-1.859483,5.244767,0.2691,0.821517,1.469214,-0.6744,-0.275024,-1.043337,0.146661,1.5798,0.579213,-0.667177,0.256503,0.74837,0.880663,-0.993162,-1.052514,1.055353,-1.4624,0.181226,-1.136262,0.44043,-0.077127,-0.34035,0.216908,-9.773468,-1.920168,0.102666,-0.981944,-1.685249,-0.814331,-1.003619,-1.591726,-0.318475,-1.328438,-2.467884,0.053357,0.633696,1.079573,0.069071,-1.113613,-0.296745,2.923817,0.324561,-0.032427
LVALE6,1.400786,2.728599,1.367076,-1.943856,3.97573,12.299895,2.089486,2.650863,-0.33624,-3.362343,2.349957,-0.835446,3.570085,4.093032,-0.761759,-0.763101,0.553475,1.532904,-3.155857,-0.091382,2.135257,0.335052,-0.606927,0.612662,1.179788,-1.166718,-2.171518,-0.614609,-11.512324,-1.811325,-0.316887,-3.335823,-0.028541,-5.440216,0.310646,-1.145601,1.981742,-0.99262,-0.266973,-0.276071,1.601767,-2.109787,-1.901289,-8.451751,0.029969,-4.662173,-0.442021,1.482168
LVALE3,-0.270054,2.287422,1.895753,-0.173816,-0.388578,10.819956,1.428977,-0.062166,-2.759331,-1.8272,0.876902,0.508336,-0.118105,0.132244,-1.137682,0.137581,1.516971,2.015385,-1.269843,0.042593,0.212127,-1.400934,-0.552569,1.105791,0.478945,0.026295,0.485046,0.327326,-9.965359,-0.359913,0.102666,0.642993,-1.146634,-2.362667,1.240528,-0.474246,1.503272,-0.34347,-3.856467,0.389439,-0.64911,0.179771,-0.908101,0.530621,0.327749,4.692071,0.544163,2.977437
LVALE4,2.176175,1.254707,2.274433,-0.511492,0.735425,11.781854,1.340437,0.724332,-1.510601,-0.969424,0.60122,0.900343,0.32472,0.231881,-0.253251,1.713686,0.927415,2.636713,-1.160548,-0.209621,0.056444,-1.215355,0.341178,0.379843,0.669616,-0.07604,0.470984,0.666586,-8.821921,-0.10117,0.102666,0.936862,-1.216237,-0.948987,0.595896,-0.276537,2.218543,1.891218,-1.537613,0.358968,-0.474413,0.705595,-2.971005,1.407619,0.747972,4.787382,1.006123,2.342259
LVALE5,0.090427,0.922793,0.860646,-0.564313,0.818585,12.201768,1.743758,0.127892,-1.562277,-1.455429,0.356917,0.823543,-0.026736,0.086686,-0.678216,0.5902,0.5893,3.615221,-1.376665,-0.163905,0.060942,-1.191987,-0.929524,0.510892,0.494335,-0.016966,0.49644,5.183234,-9.404209,-0.413144,0.100924,0.235229,-1.280352,-2.16858,0.503958,-0.924126,1.147,0.37661,-2.467801,0.431776,-1.199466,2.034325,-0.605616,3.325133,0.118691,5.623194,0.482605,2.419007
B.Cl.AlaE4,-0.657301,-4.427013,-2.910407,-3.339826,-2.424897,-0.385317,1.349935,0.707403,-0.863437,0.172226,-2.819102,-2.299209,0.465799,-0.056107,-4.563205,0.91795,-0.577859,-11.126758,-0.182517,-1.669176,-1.634425,-4.612386,-1.652204,-3.903202,-0.644914,-2.096778,-1.856961,-1.145499,-12.962306,-2.499229,0.066686,-0.881538,-1.960859,-3.935083,-3.009907,-4.037059,-8.008729,-1.299078,-2.466093,-1.474206,-7.947282,-0.552981,-2.609565,-8.712188,-2.093562,5.670387,-4.808135,-4.111779
B.Cl.AlaE1,-0.329188,-2.172197,-0.550337,-1.941311,-1.233045,1.112918,4.324983,-0.4012,-0.88924,0.320854,0.494269,-0.622464,-1.306916,-0.053292,-2.310337,0.788378,0.081768,-12.728041,0.530662,-0.110166,-0.871409,-0.361624,-3.697386,-0.668174,1.02109,-0.212978,-0.504928,2.270317,0.715882,-0.787924,0.089878,-0.073088,-0.744662,-2.095298,-1.130373,-2.654602,-2.300621,0.938214,-2.313922,0.251581,-5.035102,1.246595,-3.336115,0.801628,0.955546,1.422101,-5.071445,-0.357638
B.Cl.AlaE2,1.518584,1.05799,-0.005285,-0.42834,-0.354081,-0.050751,2.88762,0.290973,0.3712,0.371215,1.005187,0.400535,-0.14325,0.176169,-1.52055,0.737336,1.626608,3.676627,-0.277349,0.581194,-0.82337,0.652378,0.207731,1.086761,0.961856,0.238173,-0.944451,1.747198,-8.331092,0.227946,0.0728,0.26019,0.087874,4.28812,0.679963,0.141688,-1.209057,3.645725,-2.850063,0.712996,1.024446,1.008255,-1.123212,1.887561,2.054263,2.755716,-1.588969,2.36864
B.Cl.AlaE6,3.104184,-2.581199,2.122346,-2.947852,1.613937,0.122138,1.514483,2.72387,-1.165506,-0.542377,-0.107023,2.250899,2.45546,2.050797,0.872678,5.92566,0.625373,-10.402642,1.617381,-2.209542,1.281103,1.624869,1.232852,-2.094474,1.126788,0.025571,2.196777,-2.449246,0.653866,-2.932866,0.08039,-1.990332,-1.270126,-0.202611,-1.791506,-3.119178,0.377629,0.753329,-0.899473,0.351359,1.790529,0.292589,2.895773,-3.04036,4.727334,10.411618,0.411814,-0.933587
AZTE3,1.212419,-0.56052,-2.561137,-3.436494,5.039096,0.247744,-1.712806,-8.161899,-4.420161,-2.975695,-5.251699,-5.979566,12.028848,3.110118,-3.716373,0.078821,0.234064,-15.713391,-10.441154,-3.773177,-1.746643,-1.51439,-0.091588,1.352062,-2.325651,-14.142258,-10.075234,-13.640908,-16.883666,-8.917474,0.102666,-3.466795,-0.669096,-6.004966,-2.468004,-2.736565,0.744915,-2.038906,-4.487152,-9.051732,-7.947282,-10.10278,-6.241535,-9.710148,1.72222,-8.619568,-1.217441,-12.127122
AZTE6,0.606548,-0.737354,-3.753355,-3.880512,4.907406,-0.051845,-2.552076,9.465722,3.296587,-3.625233,-8.783359,-1.081642,10.242507,-0.03003,-5.632577,-5.700819,2.067845,7.163425,-0.879053,-1.848066,4.035916,-6.256886,0.236729,-2.078147,5.1079,-0.156044,-3.669,-3.534656,-11.361156,1.509262,0.102666,-4.985202,-0.326957,-4.280467,-3.618594,0.591088,3.343433,0.900428,-5.693821,-1.262906,-0.650514,-0.299756,0.433456,-3.489187,-5.338377,-4.583603,2.583029,-1.472
AZTE5,1.345043,-2.956239,-0.875963,-5.838963,3.738188,-0.072268,0.520819,8.982185,0.00478,-3.565437,-0.806429,0.687433,9.688028,1.441205,0.246054,-2.365381,1.596383,-0.076755,-3.140381,-2.415168,3.785302,0.272363,1.082862,1.727183,3.651949,-0.502882,-2.915132,3.269642,-0.782628,1.767566,0.102666,-4.900049,0.016137,-5.772452,0.804143,0.970188,2.367387,0.700693,-2.644602,-0.052871,1.659404,0.086352,-0.685383,1.884801,0.758583,2.142595,2.863391,2.350365
AZTE4,-0.110756,-1.577823,1.693723,-2.211787,2.260624,-0.569519,0.140079,3.81088,-1.933244,-1.42387,-2.047005,1.416815,2.638119,0.209089,-2.87231,-0.398754,1.418063,2.820571,0.004192,-0.665298,0.626131,-2.503035,-1.145229,-1.026413,-1.13921,-0.490568,-0.227028,-0.762302,-12.164816,-1.59897,0.102666,-1.088152,-1.521501,-2.740072,-1.319403,-0.314542,2.398886,0.346293,0.261185,-0.151847,-4.447708,0.392671,-4.264831,-6.425797,0.256529,2.199852,0.50629,-0.672898
KME1,-5.009264,-6.713077,-7.753491,-5.516704,-1.516118,1.347212,-0.704336,-0.301415,5.288524,-4.540048,-5.648163,-7.365105,-0.73899,-0.849573,-4.621451,-5.185844,0.150525,-2.270919,-3.043491,-2.367073,-1.736821,-3.090389,-1.164841,-2.08904,-0.899687,-2.780835,-1.909592,-3.456864,-14.763834,-0.525369,0.102666,-5.196353,0.342681,-6.111601,-1.203323,-3.455631,-1.266421,-3.299876,-8.363234,-1.47301,-7.947282,0.243889,-4.743145,-9.711505,-6.960263,-0.190837,-5.104052,1.368722
KME5,-0.127218,-0.840029,1.58,-1.891498,0.568376,1.376779,1.059421,0.640733,4.590875,1.075036,-0.219711,1.578642,0.466403,-0.127862,-0.864128,1.89377,0.071695,3.754027,0.931382,-0.722537,0.652616,-0.58401,-0.381351,-0.766476,4.963773,-0.249594,1.706526,-1.57798,1.762511,-1.904342,0.102666,-0.486113,-0.82859,-2.092422,-0.615044,-0.089052,1.07653,-0.01625,-1.15317,0.078198,-3.8977,-3.23059,-4.045216,1.320991,-0.220929,-0.171482,-0.352431,0.554198
KME6,0.625583,1.852934,1.874115,-1.721515,0.212577,1.109276,0.640156,-0.017144,5.122272,1.680778,1.293685,-0.222764,-0.055317,0.344235,-2.122549,1.098443,0.513107,3.408606,-0.953976,0.341233,1.218976,-0.046381,0.179666,0.569445,2.969558,0.134938,-0.073713,-1.866421,0.442127,-0.830597,-0.557101,-1.159623,-0.844162,2.441991,0.830039,0.391062,2.294301,1.241528,-4.646989,-1.205286,-0.025278,1.233115,-1.589298,1.080171,0.754235,4.229685,1.099671,0.90234
KME4,2.160729,3.479418,1.014518,-0.628004,-0.162644,0.971833,1.427707,0.20041,5.757557,-2.851313,1.436079,-2.240778,1.113103,0.569132,-2.9102,-1.273145,1.515978,-1.509268,-3.879601,-1.635965,0.02473,-0.349577,1.321269,0.18078,4.253044,-0.704054,-2.421672,-0.785607,1.357794,-3.638843,-1.252175,-5.342112,-0.10924,3.146717,0.311096,1.059429,2.182917,1.15062,0.474214,-2.103693,2.816666,-0.931851,1.038456,-9.711505,-0.587917,-6.24249,2.879273,-1.585634
6.MPE6,1.174221,0.660417,1.67102,-1.881829,-0.420783,0.046904,-0.037332,0.154753,0.064589,10.607661,-0.645505,0.612847,0.01692,-0.019639,-1.35858,-0.009062,-0.362304,1.039604,0.508066,0.418607,-0.341936,-0.446973,0.061211,-0.250143,0.303375,0.277317,-0.05455,0.044473,-0.256159,-0.017389,-0.007531,0.324302,-0.571414,-0.438354,-0.198132,0.894056,2.438355,0.699049,-2.378715,0.028393,-0.247456,0.151685,-3.58154,0.192994,0.087784,-0.261602,1.894162,0.523528
6.MPE3,0.969497,-0.218404,1.75836,-0.702758,-0.465671,-0.202527,-0.172733,0.394776,-0.006177,9.781022,-0.668713,0.050019,0.362477,0.043108,-1.387178,0.677566,0.151713,-1.231859,-0.197855,0.767764,-0.220879,-0.570598,0.199206,-0.357613,-0.09412,0.382216,-0.032654,0.360296,-0.284729,0.070962,-0.156694,0.560183,-0.734708,-1.067034,-0.192795,0.935206,2.516872,1.02098,-2.626794,0.246778,0.320939,0.69831,-4.350874,0.101054,-0.413824,0.392738,1.577113,-0.040633
6.MPE4,0.018295,0.763406,0.972714,-1.405468,0.077627,0.054188,0.070771,0.175375,-0.912474,10.865642,-0.960413,0.609157,-0.307537,-0.050395,-1.423723,-0.225824,-0.411613,0.452966,0.715281,0.179953,-0.500436,-0.479488,-0.228382,-0.165797,0.454755,0.20272,0.275345,-0.163807,0.50483,-0.633834,-0.345909,0.294468,-0.871296,-0.553067,-0.193853,0.91187,2.071683,0.12856,-2.313439,0.019058,-1.609606,0.049229,-2.648438,0.280952,-0.266516,-0.321383,1.403107,-0.072369
6.MPE5,-1.297235,1.559684,0.442623,-0.859464,0.562464,0.359745,0.491179,0.723245,0.00558,7.177691,0.760184,0.542034,0.024528,0.057689,-1.098246,0.54013,0.261497,0.007983,0.284002,0.369676,-0.567295,-0.381528,0.575987,0.085072,-0.52331,0.124215,-0.130462,-0.617473,1.53421,-0.121356,0.066396,0.318427,0.271166,0.512042,0.424841,0.332973,1.010293,0.496201,1.448306,0.172492,1.093006,0.50854,0.238354,0.131767,-0.243672,-0.095544,-1.373444,-0.218601
AFE3,7.299393,6.087008,1.021313,-0.729013,12.120232,0.11247,0.747382,9.920563,-1.495851,-0.579838,10.660504,0.880898,10.02708,4.297622,0.439703,5.417626,0.828572,6.631135,-0.006777,1.660226,-0.635597,2.459827,-2.025348,2.786264,-0.011914,3.846145,-0.965233,1.806885,-5.935703,5.272698,-0.767007,1.690913,-0.984301,-1.39609,2.304212,3.305153,1.303074,-0.143808,2.701218,7.24568,6.433523,0.092294,2.186941,0.052594,5.249751,2.839515,2.064363,1.444628
AFE2,5.92375,5.989257,0.130904,0.086243,3.915642,-0.45519,-0.322434,2.265645,-1.7215,-0.278638,10.639546,1.730769,3.204677,0.291216,-0.189865,0.730699,0.542278,3.443188,-0.949504,0.378146,-0.916604,1.780828,0.395657,6.684945,-1.626033,4.608097,0.862029,1.271845,-8.630269,2.033543,0.066517,1.395991,2.558818,2.74498,4.896784,0.744277,-0.889672,-1.048853,2.692623,1.08925,5.800994,-0.882328,3.200263,0.040827,8.617435,-0.353491,0.651228,2.966964
AFE4,4.268526,4.608933,0.235518,1.556715,5.927839,0.649538,0.590842,3.932461,-2.800216,-0.184711,10.42737,1.753069,5.400607,2.243438,6.091866,-0.481794,0.924377,7.241076,-1.696858,2.959587,1.701088,3.280894,1.436767,5.629806,-2.731684,3.812597,-1.339944,0.709795,2.007071,4.951445,-0.385094,1.379611,3.937449,-1.963891,6.528891,1.052568,2.659646,-3.343519,1.103821,1.78454,8.007889,-0.271097,4.745518,-2.802189,5.060702,-2.163841,1.070398,2.450333
AFE6,0.418787,3.037706,-0.534863,-0.032709,1.809391,0.148649,0.710372,0.176934,-0.068931,-1.783512,9.224947,-1.202625,-0.457208,0.209344,-1.28717,-1.708084,0.290355,-2.921523,-1.895415,-0.655149,-1.24962,1.389751,-0.786216,3.387296,-0.669319,1.427288,-2.618661,-0.525692,-11.269417,-0.516649,0.102666,-3.364972,1.745005,2.386925,3.476894,0.22103,-0.672854,0.128911,2.217578,-0.919828,5.242144,-2.245581,1.451294,-4.637002,4.291878,-7.950688,-0.000528,0.663779
NiClE1,3.019038,0.8673,1.640971,1.994273,-0.328355,2.79772,1.415284,-0.539897,-0.770803,2.095486,-0.439015,9.352672,-0.238905,0.03265,-0.197716,1.637124,2.944874,4.1963,-0.974992,2.314785,-0.093475,-0.578274,0.495227,3.184674,-1.910824,0.494319,2.051718,-0.165493,-1.872621,-2.794842,0.102666,1.133672,0.521301,2.632503,3.596662,1.799189,3.429005,2.304532,3.393483,0.509099,4.85993,1.326145,-0.979944,-0.282967,1.805817,-0.23844,1.344787,1.09139
NiClE6,1.627925,3.638286,0.50522,0.268199,1.876491,-0.15679,0.250188,0.907174,0.303319,0.760369,2.496565,7.842737,1.467914,0.102741,-0.593833,-1.570216,-0.695776,-2.827002,-0.02521,-0.613904,-0.900083,0.247453,1.561435,0.041185,-0.272843,0.342287,1.320667,1.618319,-0.513765,0.451665,0.053144,0.344468,-0.418081,-3.341637,-0.362443,0.608572,1.30027,0.545007,3.301155,0.97235,-0.61043,-1.456973,2.693855,1.585119,-0.150729,1.122637,-1.476833,-2.050458
NiClE2,0.954056,0.422047,0.883094,-1.102903,-0.849139,0.086601,-0.229476,-0.218723,-2.42687,-0.13764,-0.32638,6.888633,-0.465915,-0.236328,-1.688263,0.563582,0.319478,-3.620547,-1.360381,-0.891232,-0.164527,-0.611955,-0.626312,-1.282982,-1.204631,-0.358975,0.563794,-0.669109,-3.754433,-1.386101,-0.485043,0.423076,-0.882658,0.279772,-1.14555,0.944243,1.887718,1.060792,-2.899379,-1.071037,-0.506278,-0.296326,-1.513395,-0.035859,-1.097425,0.816859,1.910816,0.150309
NiClE3,0.154449,1.773378,-0.317712,-1.959175,-0.040539,0.816668,1.213908,1.571909,2.274256,0.324107,0.220762,3.940894,1.606748,0.819949,-0.114217,1.391842,0.482426,-1.090312,-1.819171,-0.57615,0.030279,-0.556618,2.080074,-0.699892,1.349558,0.50748,-0.462462,0.249575,2.013924,-0.199146,0.079561,-1.010552,0.382717,3.144747,-0.587162,-1.069666,0.980798,2.977778,1.101609,-0.022073,0.223436,0.021358,2.855146,-0.172239,-1.661624,0.421837,-0.620551,0.116356
CBPCE5,0.269791,2.077353,-1.635995,-4.126814,6.198807,0.193698,0.770729,5.170365,-2.380368,-3.326443,1.29288,-1.918577,6.22778,2.817464,1.853139,0.795369,0.198697,-5.858958,-2.316002,-2.571468,2.677467,0.358202,1.546529,0.763767,0.218282,0.031945,-2.417238,-1.74904,1.834286,-1.667571,-13.11823,-3.640182,-0.411635,-12.137038,-0.107109,-3.254293,2.884948,-2.509799,-2.352343,-0.33419,2.400312,-0.221173,4.443598,0.971267,3.158061,11.451069,-2.588298,0.240522
CBPCE1,0.297213,-3.283233,-1.372261,-1.79905,2.408056,-0.078871,0.524802,7.269476,0.158816,-0.25143,-2.71536,-0.448191,7.292479,4.804646,-1.174474,-1.311951,3.310048,-13.519257,-0.167839,-2.222634,-1.694678,-2.406304,-1.330464,-6.31199,5.220919,-1.817399,-0.166336,-0.424692,2.651928,-2.500997,-5.756006,-2.43981,0.005281,-8.018381,-6.241558,-2.183711,4.372069,0.397798,0.24079,-0.660285,-6.840131,0.938388,-0.054267,-8.220236,-5.939317,1.962988,-0.959982,-3.214439
CBPCE3,-0.869497,-0.249869,-1.107471,0.542569,5.880959,0.010488,-0.638861,2.880246,-0.009194,-2.919488,3.415442,-3.208049,5.657706,0.329115,-3.461163,-2.182171,1.406921,-1.73815,-3.613199,-3.136874,1.07651,-0.295641,0.773649,0.33953,0.73491,-0.867993,-2.775759,-3.245746,0.156198,-1.837998,0.102666,-4.275266,3.475828,0.05423,0.539685,0.974946,0.456248,-1.541836,2.114934,-1.084403,-0.522316,-2.111877,-3.600211,-9.205403,1.337253,-6.081565,2.100461,-2.765348
