strain name,CP,RFP,5.FU,H2O2,CMZ,LVAL,B.Cl.Ala,AZT,KM,6.MP,AF,NiCl,CBPC,NFLX,SDC,SXZ,FOS,KTe,PS,BZ,DCS,MMC,VCM,ATP,PLM,PHEN,3.AT,NVA,MEC,TET,M9,NQO,EDTA,SHX,PMZ,NIT,SS,BSD,GAH,FTD,EM,HSE,CCCP,ABU,PUR,DVAL,5.FOA,NMNO
TETE6,4.610216,5.270521,0.39497,-1.697288,6.206585,-1.232067,-0.78834,5.758501,-0.648274,-1.065738,7.139746,4.527332,9.289417,2.339711,0.914515,1.673262,2.891774,7.250448,-0.918529,2.051773,0.263701,2.412705,0.737067,7.613646,0.877541,4.783915,-0.682583,2.123953,-5.223762,6.202883,0.074119,1.213528,5.623065,1.533529,7.56141,0.967323,0.8673,0.250458,1.432145,2.588633,8.705351,0.003849,1.431312,0.115989,7.271546,-0.285297,4.139592,2.5119
M9E1,0.635144,-0.331197,0.08097,-2.02123,-0.241724,0.004544,-0.53688,0.298055,-0.805842,-0.048693,-0.534959,0.239847,0.264339,0.150752,0.152794,1.222167,-0.095878,2.011421,-0.171156,-0.228994,0.182544,-0.481134,-0.011877,-0.415381,0.829241,0.226706,0.291509,-0.080411,1.077285,-0.990194,0.0972,0.313067,-0.233765,0.264197,-0.382943,-0.803919,1.079188,2.452296,-1.564632,0.088824,-0.284871,1.76026,-5.577595,0.303354,-0.053939,0.801811,-0.474658,-0.136727
M9E2,0.27442,0.607315,-0.343275,-2.26634,-0.087267,-0.05791,-0.414273,0.631444,-0.611958,-0.431395,-0.204432,0.107202,0.084808,0.068944,0.077318,0.627298,0.846255,0.694567,-0.057951,0.045731,-0.020247,-0.467504,0.261696,-0.454515,0.846623,0.032707,-0.12104,-0.311376,0.807045,-0.53975,0.069965,0.33109,-0.041106,0.205365,-0.11987,-0.74839,1.30744,1.837365,-2.993066,0.260762,0.767609,0.569825,-5.610462,0.085016,0.072418,0.364411,-1.096095,-0.074106
M9E3,0.090296,2.465288,-0.202681,0.103335,0.476733,0.940613,0.880509,0.991373,0.321577,-0.010425,3.774531,2.156755,0.583491,-0.664648,0.445477,0.76176,0.890523,3.209784,-0.655341,-0.040543,-0.76441,-0.484474,0.70405,2.418774,0.278535,0.453986,0.095198,1.042405,2.013153,0.332726,0.102666,-0.217644,3.70761,2.353313,1.631794,0.566058,0.67099,0.016785,2.775647,0.080409,7.119389,0.071402,1.72793,0.007326,1.22214,2.547448,0.725079,4.100333
M9E4,0.570755,1.314733,0.08801,-2.147262,0.045666,-0.132562,-0.488784,-0.045881,-0.687919,-0.188864,0.005799,0.142033,0.135342,0.172848,-0.031461,0.898761,1.104911,1.044996,-0.286408,-0.082864,0.556578,-0.400577,0.31891,-0.048981,0.40663,-0.042304,0.146383,-0.87919,0.774119,-0.606365,-1.015431,0.295949,-0.051317,0.316755,0.098096,-0.553496,0.845433,2.053166,-1.817117,0.21709,1.618313,-1.747891,-4.183739,0.297195,-0.050723,0.469681,-1.063009,0.501736
NQOE5,3.580575,1.355778,0.253103,-2.036967,1.715947,0.707299,0.061149,1.063648,0.154356,0.651026,4.399265,1.064195,1.909208,0.588491,0.491039,1.249625,1.013381,5.378203,-0.62617,0.990242,0.123724,3.405453,0.3675,4.509713,0.827271,4.09147,-0.466439,1.168193,0.802113,2.976155,0.098539,4.972537,0.406829,0.670323,3.507954,2.42109,0.786046,0.594817,0.768414,2.795458,-0.21448,0.334632,-2.208076,0.072565,3.055293,0.829908,1.571906,0.610249
NQOE6,2.101716,1.267481,0.634704,-1.858349,-0.906241,0.301723,-0.483852,0.87318,-0.716217,-1.789773,1.011278,-1.303025,1.081479,0.550841,0.076272,0.895311,0.705448,-1.721843,-1.935055,0.860909,-0.328971,2.513302,0.029271,1.81838,0.797231,2.262466,-3.496135,-1.22081,-8.250609,-0.679932,0.016075,0.664796,3.728522,1.195213,1.552112,0.862311,1.477001,0.945902,1.680094,-0.151685,0.148025,-2.719722,-1.16766,-4.384067,2.66276,-7.102036,-0.154082,2.027578
NQOE4,5.364473,8.78143,-1.399233,-2.882973,4.970598,-1.2553,-0.585516,2.946852,-0.988496,-0.106583,5.547026,1.686917,4.515536,1.269281,-0.983204,-1.330912,0.035105,4.682359,-0.216629,-0.231953,-1.958083,4.501855,-1.43442,6.128255,1.377499,4.975047,3.178334,0.937754,-0.598799,5.896892,-0.095625,6.171724,0.269464,3.056979,4.041769,2.443955,-0.846054,-3.277447,-1.621074,3.898847,-2.849101,0.946938,-0.460933,1.36149,7.654721,0.240908,-2.450927,4.124836
NQOE3,3.808585,2.685091,-0.383573,-1.507063,2.713893,0.064609,0.543987,1.511997,-0.67506,0.269332,3.721075,0.70694,2.774898,0.435365,0.234565,1.06271,0.327917,3.183314,-0.003062,6.218107,-0.128217,1.73982,-0.145119,3.088927,0.872105,2.641483,-0.107339,0.561508,1.176693,1.840555,0.102666,4.125833,-0.026023,0.626848,2.538986,1.079047,0.124669,0.092804,-0.304822,4.60821,1.739459,-0.438294,1.154298,0.08337,1.226313,-0.557559,0.535287,-0.157333
EDTAE1,-0.227678,3.035306,-0.175358,-2.297491,-0.031004,0.281677,0.325645,0.756551,0.255507,0.042559,0.958291,0.707821,-0.038221,0.357246,0.462214,1.092393,0.022388,2.268695,-1.084495,0.578603,0.278046,0.226615,1.626651,1.641719,0.210136,0.544922,-0.261589,0.379804,-0.390665,-0.153072,0.098906,0.375267,5.554432,1.099534,0.778801,0.118004,0.214415,0.556087,1.230198,0.421525,0.997516,-0.028617,1.881066,0.203937,0.752798,0.012886,0.205493,1.46916
EDTAE2,0.576337,-1.918836,0.36852,-0.30088,-0.144406,0.087855,-0.082799,0.717739,-0.466241,-0.415395,0.006386,2.9815,-0.217238,0.203648,0.289247,0.59945,0.615974,0.725367,-0.192121,0.589653,-0.261565,-0.457688,0.308345,0.855766,0.105943,0.007525,-0.247365,-0.390535,1.367772,-0.366008,-1.223742,0.479756,5.702896,0.015132,0.031954,-0.758591,0.513495,1.88699,-0.461291,0.41128,0.133038,0.693561,-1.400681,0.113077,0.842836,0.426207,0.571296,-0.063738
EDTAE6,1.547054,-2.216766,-0.043283,-1.519408,1.031566,0.335787,-0.764278,1.032212,-1.032816,-1.702854,1.90951,-0.39604,1.03638,0.237288,-1.895798,-0.103736,0.62104,-4.138484,0.01839,-0.16872,-0.091654,0.299822,0.735586,1.058166,0.380193,-0.061728,-0.615776,0.31018,1.645738,0.616759,-0.334696,0.280345,0.837418,-2.154174,0.049818,0.557397,1.699492,-0.349461,2.765768,-0.264013,-0.996641,0.775519,-0.007595,-0.019972,3.212492,0.355147,2.087255,0.155554
EDTAE3,0.130266,0.542891,-1.771268,-0.89411,1.044443,0.146429,0.262576,1.630997,-0.485086,-1.075993,4.484769,-0.792322,1.915745,0.500072,-0.737221,3.213116,1.299247,7.221889,-3.095915,-0.976229,-0.333717,0.308631,0.819646,1.6701,0.091369,-0.213038,0.104143,-1.868893,2.782219,-1.635831,-0.369704,0.1865,5.463528,2.980654,0.880706,0.946075,2.40628,1.176935,1.852052,0.94923,-2.871737,-0.180177,3.615222,2.905661,-0.200423,1.550469,-2.32017,-0.06789
SHXE3,0.437436,-0.34872,0.229392,0.042461,-0.81451,-0.163341,0.589883,-0.093548,0.975608,0.105307,-0.336315,-0.229504,0.426463,0.100353,0.457413,1.778454,0.155317,-1.366672,-0.112504,-0.229066,0.110987,0.52095,0.301877,-0.206727,0.411727,0.296788,-0.339293,-0.125086,0.921141,-0.855213,0.041402,-0.052356,-0.075553,7.48676,-0.84812,-0.653253,0.008717,0.644652,0.342595,0.263762,-0.178135,0.163675,-1.439993,0.282717,0.347242,0.92927,0.042706,0.298941
SHXE1,-0.21661,-0.155185,0.055531,0.262261,0.159288,-0.276017,-0.657916,-0.078889,-1.100119,-2.070884,-0.214672,-3.583464,-0.491977,-0.061766,0.324278,1.581414,-0.523002,-7.485038,-2.138445,-2.758262,-0.807595,0.411061,0.265565,-0.107258,0.218633,-0.433502,-3.003082,-0.799553,-10.329729,-2.549907,0.100831,-3.45422,-0.273774,6.783346,-0.945043,-1.850832,0.133062,0.658544,1.863128,-2.499728,0.06295,-1.903581,-0.011132,-4.327053,1.433952,-2.771304,-0.298247,-1.654124
SHXE5,1.098835,0.69648,0.991864,-0.071065,0.098492,-0.291275,-0.151086,-0.125694,-0.481157,-0.446952,0.062918,1.005993,-0.300598,-0.36034,-2.36774,0.092023,1.078124,3.211691,-0.16112,1.253343,0.636331,0.232284,-0.437835,-0.184854,-0.126105,0.350366,-0.199993,0.625828,1.289784,0.147122,0.102666,0.447784,-0.240779,7.571873,0.029959,-0.187732,0.173686,0.82171,4.050315,0.212643,0.779944,-0.028012,-3.185923,1.694912,1.048804,0.340953,2.116383,0.955486
SHXE4,1.093775,1.004624,0.70668,-0.167808,0.721539,-0.433734,-0.02952,0.748767,0.42636,1.26684,0.359411,0.13312,0.032228,0.167691,0.544,3.512402,0.821309,-4.90686,0.70837,-0.542612,-0.348688,0.323536,0.26562,1.169133,0.662063,0.027722,0.347406,1.107933,0.72808,-0.587155,-2.371923,0.830009,0.090327,7.255584,0.635973,-0.765241,0.750105,1.990521,-0.519528,0.192501,1.208615,0.048086,2.033546,0.149583,1.540919,3.326664,0.449583,-0.923132
PMZE1,4.413725,3.180047,-1.088901,0.051872,1.412202,0.062395,-0.108779,1.496553,-0.708016,1.187069,4.664544,2.00867,1.659703,0.415835,0.256968,1.242402,0.551307,5.716114,-1.781315,0.920141,-0.787718,2.463923,1.339658,6.389315,-0.266148,4.352454,-0.741153,2.319857,0.510232,2.864495,-1.191549,1.258455,5.445596,2.116957,5.909302,0.241966,1.665479,4.810253,1.58036,1.930369,5.093264,-0.097151,1.961443,0.266571,6.236296,-0.54176,0.558568,3.405438
PMZE4,3.394523,3.910296,-0.541713,0.28296,2.238592,0.011434,0.082509,1.799273,-0.673152,1.352347,8.452573,2.10273,2.098442,1.523099,0.262014,1.449774,0.877679,5.233991,-0.993089,1.110865,-0.926201,2.519308,0.675089,6.635652,-0.234762,4.59187,-0.489695,2.452582,-3.051182,3.741412,0.063821,1.285154,1.758707,2.490399,5.824833,0.913344,0.990512,1.4815,1.608249,1.762026,7.927392,-0.230025,0.240945,-0.03569,6.333248,-0.783314,1.963221,3.019884
PMZE6,1.693489,1.302453,-0.150911,0.901239,0.756886,0.252463,0.341343,0.936408,-0.237551,1.369837,2.89826,1.027438,1.101966,-0.234842,0.400069,1.672535,0.456886,4.616113,-0.116763,0.389461,-1.011414,1.478059,0.151662,3.498064,-0.055083,1.948444,-0.281978,1.747537,1.645711,1.090022,0.102666,1.394687,3.03922,1.760106,2.926045,0.085124,0.506639,1.424497,1.847336,1.559561,10.816276,-0.470673,-0.613089,0.115649,3.648498,-0.974907,1.64386,3.954331
PMZE2,2.409292,-1.187278,-4.012079,0.924402,1.48825,-0.752681,2.051163,1.261651,0.107116,3.199878,4.33762,2.854504,2.475656,0.891802,3.025168,-0.772337,1.694246,0.774055,-2.010292,1.692564,-1.253252,2.500901,1.574896,4.470029,1.053995,1.188907,1.64048,-0.487303,-11.544099,0.308086,-0.25318,0.354249,3.050393,1.980276,4.041794,2.006066,-1.739425,-0.472562,-1.659231,1.25228,-1.206962,-0.102534,0.677541,-0.024944,8.460858,3.309655,-1.019223,1.74681
NITE3,1.493269,0.331224,-1.067638,-2.535724,-0.007313,-1.144932,-1.360779,0.057341,-0.959964,-0.411238,0.417568,-2.136365,0.097795,-0.08923,-1.907065,3.406129,1.283032,-2.377271,-1.079335,-2.047673,0.019469,-1.371861,0.060928,-2.171252,0.186382,-0.618166,-3.054573,-2.125518,-9.663286,-1.773258,-0.120327,-2.909898,-0.672348,0.013102,-1.456432,6.158937,1.041418,1.817489,3.044913,2.382812,-1.830114,-2.437462,8.54232,-8.685765,0.922414,-6.821367,2.052186,-3.651675
NITE2,0.038759,0.127679,-1.704028,-1.526123,-0.494513,-1.305376,-2.89689,-0.262009,-2.569916,0.919314,-1.566856,-0.325748,0.268083,-0.01559,-1.774924,-0.512066,0.561267,5.627874,-0.170519,1.266084,-1.134646,0.384501,0.658589,0.128439,-2.258373,-0.81091,-0.86647,0.922927,-3.951608,-0.81559,0.07138,1.121293,1.306321,0.207743,-0.783698,5.11518,4.037741,-1.16175,2.943593,5.648062,0.777856,2.557617,-1.592154,-9.665312,1.162775,-1.897109,-0.347821,-0.467011
NITE1,0.686701,0.297104,-2.0592,0.533502,0.34035,-0.490707,0.992668,1.20232,0.031998,3.601853,-0.017099,-1.346125,0.823578,-0.028295,-1.49463,2.24561,2.386504,0.657658,0.18577,0.136489,-1.28283,0.046898,1.205966,0.987271,0.253096,-0.368404,-0.860343,-1.59469,-13.920876,0.627919,-0.821258,1.022587,3.091156,2.878304,0.83384,7.092571,-0.579729,2.163417,1.365702,4.586238,-0.327945,-1.991198,8.179564,-6.751792,3.110833,4.668748,-2.113126,0.87347
NITE5,-0.325394,-0.203468,0.085618,-0.210841,-0.758224,0.038945,-0.175298,-0.125785,0.223947,1.310954,-1.583984,0.626669,4.32255,-0.151755,-1.02236,0.592785,0.233657,-0.646003,0.721527,3.58864,-0.366265,-0.366043,0.371429,-0.015795,0.852858,0.00159,0.328546,-0.117888,0.270161,-0.768272,0.102666,1.153303,0.969133,-0.508316,-0.29016,6.07751,1.859564,1.953432,0.336365,4.683045,-0.194177,0.777741,1.055065,0.330932,0.094593,1.498665,0.965,-0.856022
SSE2,0.697559,-3.54964,-0.427446,0.687821,-0.554482,0.015893,-1.248848,0.912156,-2.500862,-0.264224,-0.143258,-0.810582,-0.090797,-0.309205,-1.781471,-0.445304,1.031454,0.176266,-0.089214,-0.619135,-0.963865,0.067054,-3.34097,-0.04528,0.403862,-0.850843,-0.227887,0.294368,1.039013,0.586547,-1.063057,-0.424702,-0.272593,-2.435866,-0.30606,0.616789,5.365979,0.552418,0.096086,-0.53944,0.828369,-0.044015,1.030649,-8.190886,1.182796,1.393594,0.123182,-0.963566
SSE6,-0.283534,-0.414377,-0.200278,0.878886,3.608661,9.561195,1.017406,1.116769,0.301002,0.584819,2.844443,-0.452907,1.2398,0.201843,-1.591333,-1.333344,1.561512,2.598042,0.225952,0.068557,0.348712,-0.561025,1.597389,-0.398694,1.163837,0.213259,0.122326,0.310315,1.663768,0.711383,0.010932,-0.535577,2.417056,0.965181,-0.209733,0.90185,4.632458,-0.707486,2.07476,0.86692,2.037561,-0.228053,-0.576685,0.093896,-1.215948,-1.603072,0.711254,-0.04279
SSE1,-0.561833,0.281024,-1.098577,-0.781684,0.142009,1.420938,-2.014126,0.260231,0.104981,0.986941,0.649981,-0.260656,0.18989,0.034117,-0.758988,-0.08437,0.4852,-6.040855,0.564329,-0.320852,-0.226377,-0.283919,0.708409,-0.228637,0.296624,-0.257624,0.059669,1.871271,0.975101,-0.362761,0.102666,-0.070792,1.265859,-1.720702,0.250452,0.864416,2.973314,-0.795202,1.646121,-0.184551,0.611402,0.951069,-3.557019,-3.729663,0.714631,-1.10023,0.018644,-1.208692
SSE4,0.222843,1.278184,0.374349,-1.416109,0.562277,0.920146,-0.864744,0.533791,0.192239,1.54263,2.41452,0.129238,0.178358,-0.370116,-0.801401,0.213645,0.354113,-1.868036,-0.055574,0.428442,-0.209115,-0.143643,0.637095,0.034042,0.283094,-0.137166,-0.155874,-0.553886,2.186949,-0.289919,-0.040637,0.262028,0.584879,0.901467,0.5227,1.21587,3.943189,0.968151,1.515445,0.020512,1.431685,0.408796,-1.386391,0.136767,-0.020372,-0.281154,0.384416,-0.721536
BSDE5,-0.054797,1.132802,1.428495,-1.254288,0.764876,0.736396,0.592637,-0.203926,0.879219,-1.558735,2.757921,-3.049738,0.166439,-0.097342,-0.66421,0.517903,0.328148,-5.939176,-1.797219,-2.138146,0.210565,0.077344,0.243677,0.316713,2.935381,-1.053967,-2.443816,-2.157544,-10.233943,-3.027923,-0.21896,-4.340794,0.607559,1.310771,0.183701,0.235371,1.053784,9.658911,1.650364,-2.430751,1.509055,-2.003741,-0.279618,-9.711505,0.077993,-5.963934,-0.141046,-3.274374
BSDE4,-0.227196,0.737204,0.652481,-1.473123,0.366374,0.537648,0.619338,0.060268,0.557989,2.138046,1.600678,0.658506,0.057378,0.130542,-0.866382,-0.069826,-0.223988,0.800007,0.134717,0.290904,0.187003,0.185554,0.433277,-0.041681,2.92172,-0.140893,0.411287,0.342749,0.952447,-0.004372,0.033938,0.274459,0.576634,0.625688,-0.055268,-0.100892,-0.122395,9.728984,1.281458,0.495582,0.181026,0.095563,-3.235058,0.222899,-0.262193,0.109109,-0.181242,-0.055915
BSDE2,-0.89299,0.940806,1.081408,-0.755026,0.717621,0.872122,1.09583,-0.276426,2.242525,2.366342,3.606695,0.281131,-0.414624,0.201281,-0.3136,0.438389,0.326306,4.261935,-0.082837,0.177033,0.138598,0.370704,0.563429,-0.620582,4.16526,-0.128933,0.349353,0.600485,0.420136,-1.489229,-0.423,0.140773,0.265978,2.364111,-0.453975,0.24698,-0.731259,10.260274,1.70931,-0.115155,1.069329,1.012746,-0.841326,0.099206,-0.748263,-1.157446,-0.914239,0.570227
BSDE6,-0.962996,1.067499,0.653077,-1.245203,0.213881,1.499903,0.892817,0.322739,0.819259,0.925179,2.890671,0.682592,-0.52199,0.343,-0.938609,-0.062286,1.208767,-3.517122,-0.42811,-0.09241,1.043421,-0.652185,0.208219,0.213082,3.150611,-0.284823,0.133933,-1.053912,-0.122553,-0.70589,0.101964,-2.327003,0.739689,0.297439,0.4309,-0.507948,-0.251652,9.673091,-2.720231,-1.942599,0.712924,-0.512378,-3.975254,-2.504908,0.266301,-0.44338,1.603112,0.785316
GAHE3,1.081896,-2.293698,-1.10343,-0.452809,0.697837,-0.189674,-0.481644,0.01307,0.865845,9.392529,3.328216,3.163956,-0.222753,0.718196,-1.248018,2.104874,1.486998,-15.709058,-0.198934,0.114651,1.158967,4.473763,1.788378,1.19516,2.918152,-0.274739,0.838041,0.730103,-13.791498,-0.701554,-0.023515,-1.868014,1.3401,5.017975,0.955184,-0.531962,-0.690942,-1.006104,3.741518,-2.431613,0.980104,0.608954,8.813935,1.265907,2.758837,8.665936,1.30011,-1.531414
GAHE2,-1.234886,0.118596,-1.837638,-0.695425,0.583185,0.69303,1.383978,0.537767,2.031306,2.35321,-0.248689,-0.263071,0.098058,0.120157,-1.319875,0.121072,0.813588,7.183088,-0.950521,-0.292944,1.525415,0.44053,0.851264,0.1016,1.461718,-0.44579,0.090069,0.092356,-16.713775,-1.892205,-0.532806,0.323038,1.060058,4.665165,0.382651,0.371145,-2.039067,-1.676253,4.16068,-0.295505,1.261311,-0.26623,6.838842,-0.393882,-0.328007,-5.605632,-2.412075,0.648697
GAHE1,0.609952,1.462376,-0.828682,-0.205872,0.593688,1.053631,-0.081223,-0.600426,-0.613502,0.092281,-8.783359,-2.653819,-0.258214,-0.413863,-0.876496,1.655673,1.599412,-15.666305,-2.209176,0.310878,0.195414,-0.025735,-1.119729,0.555841,-1.32744,-0.188336,-0.747119,-2.393118,-11.585865,-0.420242,0.102666,-2.725533,4.591653,4.989263,0.727533,0.365121,1.15569,-0.267267,5.338481,-1.982094,1.311853,0.903324,0.39452,-0.85822,-0.033829,5.252018,-1.736351,0.313216
GAHE4,0.248067,1.199656,-0.524135,0.376869,0.11733,0.709823,0.802147,-0.237788,1.334222,2.881365,1.470674,1.144349,-0.236302,0.073662,-0.900767,6.224417,0.678477,0.09009,-0.976584,-2.620449,2.120852,-0.489001,1.068193,-0.001187,1.093808,-0.907931,-3.410286,-3.602717,-11.584316,-2.646608,0.102666,-4.241521,1.34699,3.503072,0.55474,1.797776,0.280093,-0.151398,3.701307,-2.60125,1.97845,-0.104165,8.813935,-3.814836,0.922758,-7.305743,1.613079,-1.136578
FTDE4,5.411027,-0.246294,-1.401114,-1.628141,12.514803,-0.634649,0.458781,8.181979,-1.875178,0.487844,4.578397,1.450784,10.118494,3.02885,0.593997,2.99925,2.876378,-3.853789,-2.022238,-0.56332,-1.587475,-0.549564,-0.28955,0.826005,-0.331004,5.301011,-2.180132,-1.209787,-8.712073,6.764027,-0.140432,1.375004,-0.273929,-0.255708,1.666234,6.975857,4.055735,0.281816,-4.745875,11.691382,-3.036655,-0.687622,4.912456,0.252907,6.446452,-2.362586,0.745026,-9.857424
FTDE1,5.837858,3.893192,1.092036,1.096212,5.263233,0.014299,0.223476,4.751115,-1.631274,0.961202,8.439354,1.057853,5.583104,2.935381,0.337921,0.999397,0.722702,6.453163,-1.034891,1.09093,-1.07256,2.468755,-0.475723,5.234245,-0.254423,4.814201,0.2304,2.631571,-0.662185,4.718935,0.047692,2.389208,1.343817,2.804126,5.072205,4.507846,2.290459,1.856137,1.051817,10.332711,7.5431,-0.904546,4.170657,-0.001197,7.133794,0.356817,3.251287,2.186174
FTDE2,1.141822,-1.795685,-2.29054,-0.486901,12.550263,-0.17235,-0.096837,10.021075,-0.180173,-0.710166,-0.51422,-1.890959,8.607789,3.311664,-1.54825,0.641925,1.100097,-15.749552,-1.865965,-1.974779,1.715853,-2.291378,-8.695294,-0.901194,2.446431,0.440829,-2.131049,-2.173509,-8.218801,2.737191,0.102666,-0.165138,-1.133815,0.286409,0.660667,6.043073,0.908791,-4.01358,-1.555887,10.226398,-2.847997,0.533356,-2.332694,2.761144,0.148671,-0.177872,-0.155914,-3.295945
FTDE3,4.548316,3.989632,0.925407,1.028256,12.0509,-0.078851,-0.25772,10.231168,-0.788804,0.634596,4.997518,1.949528,9.325158,3.387688,0.148058,2.619912,2.06169,3.409386,0.089035,0.928186,-0.928621,1.694303,-0.286309,3.852028,0.790291,4.783058,-0.130931,2.142788,3.471358,5.251305,0.102666,1.451197,-0.710629,2.390227,3.473062,4.217275,1.666119,0.691328,0.192767,10.588171,6.973886,0.130245,4.688206,0.859709,4.137599,1.133913,1.889301,1.369522
EME3,5.098382,1.757401,1.757322,0.400381,2.846542,1.222023,0.081939,1.89215,-1.632792,0.926881,1.492055,4.330948,2.770001,0.621694,1.85627,2.832117,0.831254,4.709168,-0.510957,0.131205,-1.709257,0.433732,0.906016,4.41748,-1.527264,3.019143,4.378999,4.343133,-12.489098,2.945172,0.097298,0.986901,7.14095,2.503203,4.493944,0.972817,5.067747,-0.053316,2.272326,1.779099,12.46467,0.355726,0.935495,-0.027896,4.152658,2.568487,2.753965,5.399099
EME6,1.510051,0.040527,-1.131832,-0.350207,1.0263,0.915525,-0.299592,1.667175,-1.802938,-0.406628,0.145222,2.63189,2.085209,0.973083,1.527485,0.819379,2.530547,-8.938412,-0.798685,-0.097403,-0.922919,-0.589367,0.61487,2.037644,-0.282959,0.79751,-0.353913,0.620217,0.190171,0.698845,0.090061,-0.729341,4.511357,0.327064,1.881945,-2.016896,2.614061,0.842468,0.579081,1.489395,9.412263,0.889605,0.715121,-6.278746,3.83392,-0.810112,-0.432212,4.856921
EME1,0.394877,1.695399,-0.242065,0.159534,0.433685,0.146653,-0.115488,0.82032,-0.490788,1.797639,0.64149,2.430541,1.276492,0.083844,0.350784,0.920536,0.805221,2.516691,-1.000425,0.473746,0.088494,-1.370944,0.462255,1.61302,-0.077983,0.173032,-0.184656,0.431478,-9.828235,0.183752,0.101139,-0.192739,2.029071,1.235397,1.137514,-1.045288,1.128927,-0.082954,0.143569,-0.002142,8.338361,0.030917,3.258455,0.316522,1.511309,2.668264,2.047251,3.995395
EME2,0.331786,0.991855,-0.195704,-0.409277,2.03693,-1.181745,-1.062525,1.768489,-2.00501,-2.45305,0.092627,-0.211878,2.503105,0.518211,0.422511,-0.824598,1.023145,-5.713802,-2.20235,-3.090458,-0.976032,-0.400285,1.231764,1.339842,-0.191984,-0.75398,-3.327995,-3.253473,-9.217944,-0.551199,0.102666,-3.847186,0.390402,-0.841521,0.833402,-0.35737,1.990695,-0.461319,-3.040054,-2.179143,2.363674,-0.495105,-0.435163,-3.864687,2.073058,-9.401428,-0.803442,0.700259
HSEE4,1.080728,1.250767,0.895189,-1.008292,-0.27079,1.362553,0.788636,-0.323436,-0.646118,-1.235371,3.02891,0.442359,-0.619254,0.24872,-0.290723,1.657568,2.018503,7.250448,-0.816679,-0.497521,10.309827,-0.274,0.274364,1.322136,-0.558619,-0.150371,-0.38365,4.566375,-4.02381,-0.234873,0.094902,-0.056143,3.572845,1.461427,1.246399,1.118003,0.309055,2.469053,2.490273,0.362742,1.2317,6.7899,0.636899,1.699174,0.112623,0.83079,0.93287,2.362437
HSEE2,1.146295,2.043197,-0.305728,-1.828147,1.219478,3.868315,4.20176,-0.064565,-0.241838,3.008904,3.986617,-3.731966,-0.080034,0.222045,-2.15987,-1.853413,3.682396,6.550969,0.682574,-0.475486,9.739896,0.494459,0.539196,0.499944,-0.082004,-0.151706,-0.24484,7.532426,-1.190349,-0.963015,0.102666,1.526578,0.562626,3.920347,0.666432,1.025971,-2.117147,0.653411,-3.443257,0.770832,2.107349,10.73959,2.809128,3.903422,4.438907,-0.167246,-3.299962,0.274567
HSEE3,1.046219,0.880022,0.034438,-1.248699,0.563893,0.674541,0.029518,0.873882,-0.834924,-0.486692,2.586787,1.662368,0.977121,0.191929,0.080816,2.187468,1.553324,0.139851,-0.448005,-1.677766,1.068319,-0.035665,0.648774,0.913728,-1.073992,-0.828822,-0.511324,1.483911,-1.828601,-1.514722,-0.332145,0.167459,1.633783,0.383237,0.888538,0.82432,0.619487,-1.181057,1.98286,-0.124182,4.495935,7.136517,-1.400401,1.052224,1.28104,-0.515327,1.333399,1.858124
HSEE1,0.647312,2.673267,-0.251971,0.753902,0.480487,-0.136669,-0.220357,1.045286,-0.318921,-0.398632,2.557382,0.459747,1.700964,1.38939,-0.034273,-1.788694,1.745094,7.181895,-0.427813,-0.201726,9.845121,0.673629,-0.379293,1.899324,-0.156708,0.172912,-0.593549,8.258757,0.524073,-0.437206,0.102666,-0.013907,-0.444312,0.608213,1.459418,0.156177,1.260837,2.64908,3.428374,0.707243,0.011027,6.497161,1.63443,0.446361,1.380675,-0.395396,0.565744,0.221911
CCCP4,0.480452,0.27636,-0.350356,0.331383,-0.127312,-0.523909,-0.875725,-0.239585,-1.108267,0.619719,-0.139666,0.256808,-0.061334,-0.514692,-1.413378,0.78562,0.251109,2.208336,0.819584,-0.170132,0.058109,-0.24502,-1.532339,-0.853284,-0.878644,0.101654,-0.326386,-0.635162,-0.711225,-1.247401,0.102666,0.312664,0.406369,0.282971,-0.138767,0.114405,0.763816,1.494297,1.625292,0.384327,-0.825752,-0.799696,8.750814,1.061355,0.705904,0.587772,0.880597,-1.638093
CCCP5,-0.180636,0.510928,-0.473298,-1.642674,0.610408,-0.19987,-0.212251,0.916872,0.023164,0.852664,0.560326,2.750725,1.151384,0.511694,-0.259587,4.6379,1.315379,6.227313,-0.154286,-2.015208,1.841848,-0.691012,-1.377934,0.0494,0.120732,-0.036318,-1.329334,0.036014,0.902032,-1.941542,0.102666,-1.036849,0.022263,1.607852,0.096794,0.955005,-0.030903,0.003946,2.856504,-0.179109,-0.62194,0.519076,8.32092,2.109673,1.394715,3.79654,-0.199825,-1.169419
CCCP6,0.750659,0.825357,1.006592,-0.475052,0.155764,-0.097503,0.129294,-0.086939,-0.690452,-0.849373,0.672697,-1.344918,0.56165,0.061154,-0.522147,2.473206,1.019305,1.570347,-0.146347,-2.77097,0.09959,-0.122378,0.499976,0.329626,-0.637236,0.019056,-3.286425,2.100661,-0.237168,-2.568385,0.102666,-3.830815,1.924499,1.553471,0.882151,1.114765,1.316575,1.350268,3.768718,-2.798261,0.479688,0.491618,8.205196,-1.281123,1.090713,-0.346083,0.630521,-1.253498
